"journal","community"
"CHEMPHYSCHEM",2
"COMPTAB CONTROL AUDI",61
"CONTEMP ACCOUNT RES",61
"CORP GOV-OXFORD",12
"EMERG MARK FINANC TR",7
"EMERG MARK REV",7
"ENERG ECON",37
"EUR ACCOUNT REV",61
"GENEVA PAP R I-ISS P",7
"IKTISAT ISLET FINANS",7
"INT BUS REV",12
"INT REV FINANC ANAL",7
"J ACCOUNT ECON",61
"J ACCOUNT PUBLIC POL",61
"J APPL SOC PSYCHOL",9
"J BUS ETHICS",12
"J BUS FINAN ACCOUNT",61
"J CHEM PHYS",2
"J CHEM THEORY COMPUT",2
"J COMP POLICY ANAL",64
"J INF SCI",57
"J INT FIN MANAG ACC",61
"J INT FINANC MARK I",7
"J PHYS CHEM A",2
"MANAGE ACCOUNT RES",61
"PUBLIC ADMIN",64
"PUBLIC MONEY MANAGE",64
"REV ACCOUNT STUD",61
"REV ESP FINANC CONTA",61
"ABDOM IMAGING",26
"ACAD RADIOL",26
"ACTA CHIR BELG",16
"ACTA CLIN CROAT",3
"ACTA RADIOL",26
"ADV CHRONIC KIDNEY D",35
"ADV MED SCI-POLAND",3
"ALIMENT PHARM THER",16
"AM J EMERG MED",3
"AM J GASTROENTEROL",16
"AM J MED SCI",3
"AM J ROENTGENOL",26
"AM J SURG PATHOL",10
"AM SURGEON",16
"AN PEDIATR",3
"ANESTHESIOLOGY",3
"ANN DIAGN PATHOL",10
"ANN EMERG MED",3
"ANN ENDOCRINOL-PARIS",3
"ANN HEPATOL",16
"ANN ITAL CHIR",16
"ANN NUCL MED",26
"ANN NY ACAD SCI",4
"ANN ONCOL",10
"ANN SAUDI MED",3
"ANN SURG ONCOL",16
"ANN SURG",16
"ANN THORAC SURG",3
"ANN TRANSPL",35
"ANN VASC SURG",72
"ANZ J SURG",16
"APPL MAGN RESON",2
"ARCH GYNECOL OBSTET",3
"ARCH MED SCI",3
"BALK MED J",3
"BMC GASTROENTEROL",16
"BMC INFECT DIS",13
"BMC SURG",16
"BMC UROL",49
"BRATISL MED J",3
"BRIT J HOSP MED",3
"BRIT J RADIOL",26
"BRIT J SURG",16
"CAN ASSOC RADIOL J",26
"CAN J GASTROENTEROL",16
"CANCER IMAGING",26
"CANCER RADIOTHER",10
"CANCER-AM CANCER SOC",10
"CARDIOVASC INTER RAD",26
"CHIRURG",16
"CIR CIR",16
"CIR ESPAN",16
"CIRCULATION",3
"CLIN COLORECTAL CANC",10
"CLIN GASTROENTEROL H",16
"CLIN HEMORHEOL MICRO",60
"CLIN IMAG",26
"CLIN J AM SOC NEPHRO",35
"CLIN NUCL MED",26
"CLIN RADIOL",26
"CLIN RES HEPATOL GAS",16
"CLIN TRANSL ONCOL",10
"CLIN TRANSPLANT",35
"COLORECTAL DIS",16
"COMPUT MATH METHOD M",60
"CURR ONCOL REP",10
"DIAGN CYTOPATHOL",10
"DIAGN INTERV RADIOL",26
"DIGEST DIS SCI",16
"DIGEST DIS",16
"DIGEST ENDOSC",16
"DIGEST LIVER DIS",16
"DIGEST SURG",16
"DIGESTION",16
"DIS COLON RECTUM",16
"DIS ESOPHAGUS",16
"DISCOV MED",1
"DM-DIS MON",3
"EJSO-EUR J SURG ONC",16
"ENDOKRYNOL POL",3
"ENDOSCOPY",16
"EUR GERIATR MED",3
"EUR J CLIN INVEST",3
"EUR J GASTROEN HEPAT",16
"EUR J INTERN MED",3
"EUR J NUCL MED MOL I",26
"EUR J OBSTET GYN R B",3
"EUR J RADIOL",26
"EUR J TRAUMA EMERG S",34
"EUR J VASC ENDOVASC",72
"EUR RADIOL",26
"EUR REV MED PHARMACO",3
"EUR UROL",49
"EXP CLIN TRANSPLANT",35
"EXPERT REV GASTROENT",16
"FERTIL STERIL",3
"FEUILL RADIOL",26
"GASTROENT HEPAT-BARC",16
"GASTROENT RES PRACT",16
"GASTROENTEROLOGY",16
"GASTROINTEST ENDOSC",16
"GINEKOL POL",3
"GUT LIVER",16
"GUT",16
"GYNECOL ONCOL",10
"HEALTH TECHNOL ASSES",3
"HEPATOB PANCREAT DIS",16
"HEPATO-GASTROENTEROL",16
"HEPATOL INT",16
"HEPATOL RES",16
"HERNIA",16
"HPB",16
"IEEE T BIO-MED ENG",60
"IEEE T MED IMAGING",33
"IEICE T INF SYST",33
"INDIAN J SURG",16
"INFECTION",13
"INFLAMM BOWEL DIS",16
"INT J CARDIOVAS IMAG",3
"INT J CLIN EXP PATHO",10
"INT J COLORECTAL DIS",16
"INT J GYNECOL CANCER",10
"INT J HYPERTHER",26
"INT J TUBERC LUNG D",13
"INT J UROL",49
"INT SURG",16
"INT UROGYNECOL J",49
"INT UROL NEPHROL",35
"INTERNAL MED",3
"INVEST RADIOL",26
"J AM COLL RADIOL",26
"J ANTI-INFECT",13
"J BIOL REG HOMEOS AG",1
"J CANCER",10
"J CLIN GASTROENTEROL",16
"J CLIN ONCOL",10
"J CLIN ULTRASOUND",3
"J COMPUT ASSIST TOMO",26
"J CROHNS COLITIS",16
"J DIGEST DIS",16
"J EMERG MED",3
"J ENDOUROL",49
"J GASTROEN HEPATOL",16
"J GASTROENTEROL",16
"J GASTROINTEST LIVER",16
"J GASTROINTEST SURG",16
"J GYNECOL OBST BIO R",3
"J HEPATO-BIL-PAN SCI",16
"J KOREAN PHYS SOC",2
"J KOREAN SURG SOC",16
"J MAGN RESON IMAGING",26
"J MED IMAG RADIAT ON",26
"J MED ULTRASON",26
"J MINIM INVAS GYN",3
"J NEPAL MED ASSOC",3
"J OBSTET GYNAECOL",3
"J PEDIATR GASTR NUTR",16
"J PEDIATR SURG",16
"J PEDIATR UROL",49
"J RADIOL DIAGN INTER",26
"J RES MED SCI",3
"J SURG ONCOL",16
"J SURG RES",16
"J THROMB THROMBOLYS",3
"J TRAUMA ACUTE CARE",3
"J ULTRAS MED",3
"J UROLOGY",49
"J VASC INTERV RADIOL",26
"J VASC SURG",72
"J VIBROENG",19
"J VISC SURG",16
"JCPSP-J COLL PHYSICI",3
"JPN J RADIOL",26
"JSLS-J SOC LAPAROEND",16
"KOREAN J RADIOL",26
"LANGENBECK ARCH SURG",16
"MAGN RESON IMAGING C",26
"MAGN RESON IMAGING",26
"MAGN RESON MATER PHY",26
"MAGN RESON MED SCI",26
"MEASUREMENT",88
"MED KLIN-INTENSIVMED",3
"MED PHYS",26
"MINERVA PEDIATR",3
"NAT REV CLIN ONCOL",10
"NAT REV GASTRO HEPAT",16
"NUCL MED COMMUN",26
"NUKLEARMED-NUCL MED",26
"ONCOLOGY-BASEL",10
"ONKOLOGE",10
"PANCREAS",16
"PATHOBIOLOGY",10
"PATHOLOGY",10
"PEDIATR EMERG CARE",3
"PEDIATR INT",3
"PEDIATR NEPHROL",35
"PEDIATR RADIOL",26
"PEDIATR TRANSPLANT",35
"PHYS MEDICA",26
"PROG UROL",49
"PRZ GASTROENTEROL",16
"RADIAT ONCOL",10
"RADIOGRAPHICS",26
"RADIOL CLIN N AM",26
"RADIOL MED",26
"RADIOL ONCOL",10
"RADIOLOGE",26
"RADIOLOGY",26
"REPROD SCI",3
"REV ASSOC MED BRAS",3
"REV ESP ENFERM DIG",16
"ROFO-FORTSCHR RONTG",26
"SAUDI J GASTROENTERO",16
"SCAND J GASTROENTERO",16
"SCAND J UROL",49
"SEMIN MUSCULOSKEL R",26
"SEMIN NUCL MED",26
"SEMIN ROENTGENOL",26
"SEMIN ULTRASOUND CT",26
"SINGAP MED J",3
"SURG CLIN N AM",16
"SURG ENDOSC",16
"SURG INNOV",16
"SURG LAPARO ENDO PER",16
"SURG ONCOL",16
"SURG RADIOL ANAT",93
"SURG TODAY",16
"SURGERY",16
"TECH COLOPROCTOL",16
"TRANSPL P",35
"TRANSPLANTATION",35
"TROP DOCT",13
"TUMORI",10
"TURK J GASTROENTEROL",16
"TURK J GERIATR",3
"ULTRASCHALL MED",26
"ULTRASOUND OBST GYN",3
"ULTRASOUND Q",26
"ULUS TRAVMA ACIL CER",16
"UROL CLIN N AM",49
"UROL INT",49
"UROL ONCOL-SEMIN ORI",49
"UROLOGE",49
"UROLOGY",49
"VASA",72
"VASC ENDOVASC SURG",72
"VASC MED",3
"VASCULAR",72
"VET RADIOL ULTRASOUN",31
"VIDEOSURGERY MINIINV",16
"VISZERALMEDIZIN",16
"WIEN KLIN WOCHENSCHR",3
"WORLD J EMERG SURG",16
"WORLD J SURG ONCOL",10
"WORLD J SURG",16
"WORLD J UROL",49
"WSPOLCZESNA ONKOL",10
"Z GASTROENTEROL",16
"ZBL CHIR",16
"ABH MATH SEM HAMBURG",8
"ABSTR APPL ANAL",8
"ACTA ARITH",8
"ACTA MATH SIN",8
"ADV APPL MATH",44
"ADV DIFFER EQU-NY",8
"ADV GEOM",8
"ADV MATH",8
"AEQUATIONES MATH",8
"AM MATH MON",8
"APPL NUMER MATH",8
"ARCH MATH",8
"B AM MATH SOC",8
"B AUST MATH SOC",8
"B IRAN MATH SOC",8
"B KOREAN MATH SOC",8
"B LOND MATH SOC",8
"CALC VAR PARTIAL DIF",8
"CAN MATH BULL",8
"CENT EUR J MATH",8
"COMMENT MATH HELV",8
"COMMUN ALGEBRA",8
"COMMUN PUR APPL ANAL",8
"COMPOS MATH",8
"COMPUT MECH",19
"COMPUT METHOD APPL M",19
"DESIGN CODE CRYPTOGR",27
"DISCRETE MATH",44
"ELECTRON J COMB",44
"EUR J COMBIN",44
"FIXED POINT THEOR-RO",8
"GEOM TOPOL",8
"GLAS MAT",8
"GRAPH COMBINATOR",44
"INT J ALGEBR COMPUT",8
"INT J GEOM METHODS M",8
"INT J NUMBER THEORY",8
"INVENT MATH",8
"J ALGEBRA",8
"J COMB THEORY A",44
"J COMB THEORY B",44
"J COMPUT ANAL APPL",8
"J FUNCT SPACE APPL",8
"J GEOM PHYS",8
"J GRAPH THEOR",44
"J INEQUAL APPL",8
"J KNOT THEOR RAMIF",8
"J MATH ANAL APPL",8
"J MATH PHYS",8
"J MOD DYNAM",8
"J NUMBER THEORY",8
"J PHYS A-MATH THEOR",8
"J REINE ANGEW MATH",8
"J SCI COMPUT",8
"J THEOR NOMBR BORDX",8
"KODAI MATH J",8
"MATH ANN",8
"MATH INEQUAL APPL",8
"MATH MOD METH APPL S",8
"MATH PROC CAMBRIDGE",8
"MATH SLOVACA",8
"MEDITERR J MATH",8
"MONATSH MATH",8
"NONLINEAR ANAL-THEOR",8
"NUMER MATH",8
"P AM MATH SOC",8
"P STEKLOV I MATH+",8
"PAC J MATH",8
"PHILOS MATH",68
"RAMANUJAN J",8
"RESULTS MATH",8
"SB MATH+",8
"SCI CHINA MATH",8
"SEL MATH-NEW SER",8
"SIAM J COMPUT",44
"SIAM J DISCRETE MATH",44
"SIAM J SCI COMPUT",8
"T AM MATH SOC",8
"TOHOKU MATH J",8
"TOPOL APPL",8
"ACTA ASTRONAUT",43
"ACTA MATH SCI",8
"ADV MATH PHYS",8
"ADV NONLINEAR STUD",8
"AIP ADV",2
"AN STIINT U AL I-MAT",8
"ANAL APPL",8
"ANN MAT PUR APPL",8
"ANN POL MATH",8
"APPL ANAL DISCR MATH",44
"APPL ANAL",8
"APPL MATH INFORM SCI",8
"APPL MATH LETT",8
"APPL MATH SER B",8
"ARS COMBINATORIA",44
"ASYMPTOTIC ANAL",8
"B MALAYS MATH SCI SO",8
"B SCI MATH",8
"BOUND VALUE PROBL",8
"CENT EUR J PHYS",2
"CHINESE ANN MATH B",8
"CHINESE PHYS B",2
"COMMUN NONLINEAR SCI",8
"COMP MATH MATH PHYS+",8
"COMPLEX ANAL OPER TH",8
"COMPLEX VAR ELLIPTIC",8
"COMPUT MATH APPL",8
"CR MATH",8
"CZECH MATH J",8
"DIFFER INTEGRAL EQU",8
"DISCRETE CONT DYN-A",8
"DISCRETE DYN NAT SOC",8
"ELECTRON J DIFFER EQ",8
"ELECTRON J QUAL THEO",8
"ENTROPY-SWITZ",2
"ESAIM CONTR OPTIM CA",8
"EUR PHYS J-SPEC TOP",2
"FILOMAT",8
"FIXED POINT THEORY A",8
"FORUM MATH",8
"FRACT CALC APPL ANAL",8
"GLASGOW MATH J",8
"HACET J MATH STAT",8
"HEAT TRANSF RES",37
"IET CONTROL THEORY A",45
"INT J COMPUT MATH",8
"INT J NONLIN SCI NUM",8
"INTEGR EQUAT OPER TH",8
"INTEGR TRANSF SPEC F",8
"INVERSE PROBL",8
"J ANAL MATH",8
"J APPROX THEORY",8
"J COMPUT APPL MATH",8
"J CONVEX ANAL",8
"J DIFFER EQUATIONS",8
"J FRANKLIN I",45
"J FUNCT ANAL",8
"J INVERSE ILL-POSE P",8
"J MATH CHEM",44
"J MATH INEQUAL",8
"J NONLINEAR CONVEX A",8
"J OPTIMIZ THEORY APP",25
"LECT NOTES MATH",8
"MATH COMMUN",8
"MATH COMPUT MODEL",8
"MATH METHOD APPL SCI",8
"MATH MODEL ANAL",8
"MATH NACHR",8
"MATH REP",8
"NEURAL COMPUT APPL",25
"NODEA-NONLINEAR DIFF",8
"NONLINEAR ANAL-MODEL",8
"NONLINEAR ANAL-REAL",8
"NONLINEAR DYNAM",19
"NUMER FUNC ANAL OPT",8
"P ROMANIAN ACAD A",2
"P ROY SOC EDINB A",8
"PHYS LETT A",2
"PHYSICA A",2
"POSITIVITY",8
"POTENTIAL ANAL",8
"PUBL I MATH-BEOGRAD",8
"PUBL MATH-DEBRECEN",8
"RACSAM REV R ACAD A",8
"REV UNION MAT ARGENT",8
"ROM REP PHYS",2
"RUSS J MATH PHYS",8
"SCI IRAN",19
"SEMIGROUP FORUM",8
"SET-VALUED VAR ANAL",8
"SIAM J MATH ANAL",8
"TAIWAN J MATH",8
"THERM SCI",37
"TOPOL METHOD NONL AN",8
"TURK J MATH",8
"U POLITEH BUCH SER A",8
"UKR MATH J+",8
"UTILITAS MATHEMATICA",44
"ACAD EMERG MED",3
"ACAD MED",3
"ACAD PEDIATR",3
"ACAD PSYCHIATR",3
"ACCIDENT ANAL PREV",55
"ACTA ANAESTH SCAND",3
"ACTA CLIN BELG",3
"ACTA NEUROCHIR",4
"ACTA OPHTHALMOL",41
"ACTA ORTHOP BELG",34
"ACTA PAEDIATR",3
"ACTA PAUL ENFERM",3
"ADDICT BEHAV",11
"ADICCIONES",11
"ADMIN LAW REV",48
"ADV HEALTH SCI EDUC",3
"AESTHET SURG J",63
"AGE AGEING",3
"AGING CLIN EXP RES",3
"AIDS BEHAV",13
"AIDS EDUC PREV",13
"AIDS PATIENT CARE ST",13
"ALCOHOL CLIN EXP RES",11
"ALLERGY ASTHMA PROC",3
"AM FAM PHYSICIAN",3
"AM HEART J",3
"AM J ADDICTION",11
"AM J BIOETHICS",3
"AM J CARDIOL",3
"AM J CRIT CARE",3
"AM J DRUG ALCOHOL AB",11
"AM J FOREN MED PATH",75
"AM J GERIAT PSYCHIAT",11
"AM J HEALTH-SYST PH",3
"AM J HEMATOL",10
"AM J MED QUAL",3
"AM J MED",3
"AM J NEURORADIOL",4
"AM J OBSTET GYNECOL",3
"AM J OCCUP THER",91
"AM J PUBLIC HEALTH",3
"AM J REPROD IMMUNOL",1
"AM J RESP CRIT CARE",3
"AM J SURG",16
"AM J THER",3
"AM J TROP MED HYG",13
"ANAESTH INTENS CARE",3
"ANAESTHESIA",3
"ANAESTHESIST",3
"ANASTH INTENSIV NOTF",3
"ANASTH INTENSIVMED",3
"ANN ACAD MED SINGAP",3
"ANN EPIDEMIOL",3
"ANN FR ANESTH",3
"ANN I SUPER SANITA",3
"ANN INTERN MED",3
"ANN PHARMACOTHER",3
"ANN PLAS SURG",63
"ANNU REV ANAL CHEM",28
"APPL CLIN INFORM",3
"ARCH DIS CHILD",3
"ARCH MED RES",3
"ARCH PATHOL LAB MED",10
"ARCH PEDIATRIE",3
"ARCH PHYS MED REHAB",4
"ARQ BRAS CARDIOL",3
"ARQ NEURO-PSIQUIAT",4
"ARTIF ORGANS",3
"AUST CRIT CARE",3
"AUST HEALTH REV",3
"AUST NZ J PUBL HEAL",3
"AUSTRALAS J AGEING",3
"BEST PRACT RES CL GA",16
"BEST PRACT RES CL OB",3
"BIO-MED MATER ENG",36
"BIOMEDICA",13
"BLOOD COAGUL FIBRIN",3
"BMC ANESTHESIOL",3
"BMC CARDIOVASC DISOR",3
"BMC GERIATR",3
"BMC MED EDUC",3
"BMC MED ETHICS",3
"BMC MED INFORM DECIS",3
"BMC MED RES METHODOL",3
"BMC MUSCULOSKEL DIS",34
"BMC PALLIAT CARE",10
"BMC PEDIATR",3
"BMC PULM MED",3
"BMJ QUAL SAF",3
"BONE JOINT J",34
"BRAIN INJURY",4
"BRAZ J OTORHINOLAR",59
"BRIT DENT J",39
"BRIT J ANAESTH",3
"BRIT J NEUROSURG",4
"BRIT J SPORT MED",40
"BURNS",63
"CAN FAM PHYSICIAN",3
"CAN J ANESTH",3
"CAN J CARDIOL",3
"CAN J EMERG MED",3
"CAN J NEUROL SCI",4
"CARDIOL CLIN",3
"CATHETER CARDIO INTE",3
"CELL MOL LIFE SCI",1
"CEREBROVASC DIS",4
"CHEST",3
"CHILD ABUSE NEGLECT",11
"CIN-COMPUT INFORM NU",3
"CIRC-HEART FAIL",3
"CLIN CHEM LAB MED",3
"CLIN GERIATR MED",3
"CLIN J PAIN",4
"CLIN J SPORT MED",40
"CLIN LIVER DIS",16
"CLIN NEPHROL",35
"CLIN NEUROL NEUROSUR",4
"CLIN NURS RES",3
"CLIN NURSE SPEC",3
"CLIN ORTHOP RELAT R",34
"CLIN PEDIATR",3
"CLIN PHYSIOL FUNCT I",40
"CLIN RHEUMATOL",42
"CLIN SPORT MED",34
"CLIN TOXICOL",3
"CLIN TRIALS",3
"CLINICS",3
"CNS DRUGS",11
"CNS NEUROSCI THER",4
"COMMUNITY MENT HLT J",11
"CONTEMP CLIN TRIALS",3
"CONTRACEPTION",3
"CRISIS",11
"CRIT CARE CLIN",3
"CRIT CARE MED",3
"CRIT CARE NURSE",3
"CRIT CARE",3
"CTS-CLIN TRANSL SCI",3
"CURR ONCOL",10
"CURR OPIN ANESTHESIO",3
"CURR OPIN CRIT CARE",3
"CURR OPIN PEDIATR",3
"CURR PROB PEDIATR AD",3
"CURR PROB SURG",16
"CURR VASC PHARMACOL",3
"DECIS SUPPORT SYST",12
"DEPRESS ANXIETY",11
"DEUT MED WOCHENSCHR",3
"DISASTER MED PUBLIC",3
"DRUG AGING",3
"EMERG MED AUSTRALAS",3
"EMERG MED CLIN N AM",3
"EMERG MED J",3
"EMERGENCIAS",3
"ENFERM INFEC MICR CL",13
"ENVIRON HEALTH PERSP",38
"ENVIRON TOXICOL PHAR",38
"EQUINE VET J",31
"EUR ARCH OTO-RHINO-L",59
"EUR HEART J",3
"EUR J ANAESTH",3
"EUR J CLIN MICROBIOL",13
"EUR J EMERG MED",3
"EUR J NEUROL",4
"EUR J PAIN",4
"EUR J PEDIATR SURG",16
"EUR J PEDIATR",3
"EUR SPINE J",34
"EUROPACE",3
"EXP CLIN PSYCHOPHARM",11
"EXPERT OPIN PHARMACO",3
"FORENSIC SCI MED PAT",75
"GAC MED MEX",3
"GEN HOSP PSYCHIAT",11
"GERIATR NURS",3
"GERONTOLOGIST",3
"GERONTOLOGY",3
"GLOBALIZATION HEALTH",3
"HEALTH AFFAIR",3
"HEALTH CARE MANAG SC",25
"HEALTH ECON",7
"HEALTH INFORM J",3
"HEALTH PLACE",3
"HEALTH POLICY",3
"HEART FAIL CLIN",3
"HEART LUNG CIRC",3
"HEMATOL-AM SOC HEMAT",10
"HIV MED",13
"HONG KONG J EMERG ME",3
"HUM RESOUR HEALTH",3
"IN VIVO",10
"INFECT CONT HOSP EP",13
"INFECT DIS CLIN N AM",13
"INJURY PREV",3
"INJURY",34
"INT EMERG NURS",3
"INT J CLIN PHARM-NET",3
"INT J CLIN PRACT",3
"INT J INFECT DIS",13
"INT J INTEGR CARE",3
"INT J MED INFORM",3
"INT J MED SCI",3
"INT J QUAL HEALTH C",3
"INT J STD AIDS",13
"INT J SURG",16
"INT REV PSYCHIATR",11
"INTENS CARE MED",3
"INTERN EMERG MED",3
"INTERN MED J",3
"IOWA LAW REV",48
"IRAN J PUBLIC HEALTH",3
"IRISH J MED SCI",3
"ISR J HEALTH POLICY",3
"J ADDICT DIS",11
"J ADDICT MED",11
"J ADDICT NURS",11
"J ADOLESCENT HEALTH",3
"J ADV NURS",3
"J AM ACAD DERMATOL",54
"J AM ACAD NURSE PRAC",3
"J AM BOARD FAM MED",3
"J AM COLL CARDIOL",3
"J AM COLL SURGEONS",16
"J AM DENT ASSOC",39
"J AM GERIATR SOC",3
"J AM HEART ASSOC",3
"J AM MED DIR ASSOC",3
"J AM MED INFORM ASSN",3
"J AM PHARM ASSOC",3
"J ANESTH",3
"J ATHL TRAINING",40
"J BIOMED INFORM",3
"J CARD FAIL",3
"J CARDIOTHOR VASC AN",3
"J CELL PHYSIOL",1
"J CHILD NEUROL",4
"J CHIN MED ASSOC",3
"J CLIN ANESTH",3
"J CLIN EPIDEMIOL",3
"J CLIN MICROBIOL",13
"J CLIN MONIT COMPUT",3
"J CLIN NEUROPHYSIOL",4
"J CLIN PEDIATR DENT",39
"J CLIN SLEEP MED",4
"J CONTIN EDUC HEALTH",3
"J CONTING CRISIS MAN",64
"J CRIT CARE",3
"J DENT EDUC",39
"J DRUGS DERMATOL",54
"J ELECTROCARDIOL",3
"J ELECTROMYOGR KINES",40
"J EMERG NURS",3
"J EUR ACAD DERMATOL",54
"J EVAL CLIN PRACT",3
"J EXP PSYCHOL-APPL",9
"J FAM VIOLENCE",47
"J FORENSIC LEG MED",75
"J FORENSIC SCI",75
"J GEN INTERN MED",3
"J GERONTOL NURS",3
"J HAND SURG-AM",34
"J HAZARD MATER",14
"J HEAD TRAUMA REHAB",4
"J HEALTH CARE POOR U",3
"J HEALTHC MANAG",3
"J HOSP MED",3
"J INFECTION",13
"J INNATE IMMUN",1
"J INTERN MED",3
"J INTERPROF CARE",3
"J INTERV CARD ELECTR",3
"J LAW MED ETHICS",3
"J MANIP PHYSIOL THER",34
"J MED INTERNET RES",3
"J MED SYST",3
"J NERV MENT DIS",11
"J NEUROL",4
"J NEUROSURG ANESTH",3
"J NEUROSURG",4
"J NIPPON MED SCH",16
"J NUTR HEALTH AGING",3
"J OBSTET GYNAECOL RE",3
"J ORAL MAXIL SURG",39
"J ORTHOP SPORT PHYS",34
"J ORTHOP TRAUMA",34
"J OTOLARYNGOL-HEAD N",59
"J PAEDIATR CHILD H",3
"J PAIN SYMPTOM MANAG",10
"J PAIN",4
"J PAK MED ASSOC",3
"J PALLIAT MED",10
"J PATIENT SAF",3
"J PSYCHIATR PRACT",11
"J PSYCHOSOC NURS MEN",11
"J PUBL ADM RES THEOR",64
"J REPROD MED",3
"J RURAL HEALTH",3
"J SPINAL CORD MED",4
"J STRENGTH COND RES",40
"J STROKE CEREBROVASC",4
"J STUD ALCOHOL DRUGS",11
"J SUBST ABUSE TREAT",11
"J SUBST USE",11
"J SURG EDUC",16
"J THORAC IMAG",26
"J URBAN HEALTH",3
"J VET EMERG CRIT CAR",31
"J VET INTERN MED",31
"JACC-CARDIOVASC IMAG",3
"JAIDS-J ACQ IMM DEF",13
"JAMA INTERN MED",3
"JAMA PEDIATR",3
"JAMA SURG",16
"JAMA-J AM MED ASSOC",3
"KAOHSIUNG J MED SCI",3
"KARDIOL POL",3
"KIDNEY INT",35
"LANCET NEUROL",4
"LANCET",3
"LARYNGOSCOPE",59
"LIVER TRANSPLANT",35
"M&SOM-MANUF SERV OP",12
"MAYO CLIN PROC",3
"MED CARE",3
"MED CLIN N AM",3
"MED CLIN-BARCELONA",3
"MED EDUC ONLINE",3
"MED EDUC",3
"MED ENG PHYS",60
"MED INTENSIVA",3
"MED J AUSTRALIA",3
"MED LAV",38
"MED PALIATIVA",10
"MED PRIN PRACT",3
"MED SCI LAW",75
"MED SCI MONITOR",3
"MED SCI SPORT EXER",40
"MED TEACH",3
"METABOLOMICS",28
"METHOD INFORM MED",3
"MILBANK Q",3
"MINERVA ANESTESIOL",3
"MONATSSCHR KINDERH",3
"NAT REV CARDIOL",3
"NAT REV NEUROL",4
"NETH J MED",3
"NEUROCRIT CARE",4
"NEUROL RES",4
"NEUROLOGY",4
"NEUROSURGERY",4
"NEW ENGL J MED",3
"NICOTINE TOB RES",3
"NOBEL MED",3
"NOTFALL RETTUNGSMED",3
"NURS HEALTH SCI",3
"NURS PHILOS",3
"OBSTET GYNECOL",3
"OPER RES",25
"ORTHOPEDICS",34
"OTOLARYNG HEAD NECK",59
"PACE",3
"PAED CHILD HEALT-CAN",3
"PAEDIATR RESPIR REV",3
"PAIN MED",4
"PAIN RES MANAG",4
"PAIN",4
"PAK J MED SCI",3
"PALLIATIVE MED",10
"PATIENT EDUC COUNS",3
"PEDIATR BLOOD CANCER",10
"PEDIATR CARDIOL",3
"PEDIATR CLIN N AM",3
"PEDIATR CRIT CARE ME",3
"PEDIATR NEONATOL",3
"PEDIATR PULM",3
"PEDIATRICS",3
"PFLUG ARCH EUR J PHY",1
"PHARMACOTHERAPY",3
"PLAST RECONSTR SURG",63
"PLOS MED",3
"PM&R",4
"POLICE Q",47
"POPUL HEALTH MANAG",3
"POSTGRAD MED J",3
"PREHOSP EMERG CARE",3
"PRESSE MED",3
"PREV CHRONIC DIS",3
"PREV VET MED",31
"PROG CARDIOVASC DIS",3
"PSYCHOL ADDICT BEHAV",11
"PSYCHOL HEALTH MED",3
"PSYCHOL SCI",9
"REGION ANESTH PAIN M",3
"RES SOC ADMIN PHARM",3
"RESP CARE",3
"RESP MED",3
"RESUSCITATION",3
"REV ESC ENFERM USP",3
"RURAL REMOTE HEALTH",3
"S AFR J SURG",16
"SAMJ S AFR MED J",3
"SANTE PUBLIQUE",3
"SCAND J CLIN LAB INV",3
"SCAND J INFECT DIS",13
"SCAND J MED SCI SPOR",40
"SCAND J PUBLIC HEALT",3
"SCAND J TRAUMA RESUS",3
"SCI ENG ETHICS",3
"SCI TRANSL MED",1
"SCIENTOMETRICS",57
"SCOT MED J",3
"SEMIN NEUROL",4
"SEMIN PERINATOL",3
"SEMIN RESP CRIT CARE",3
"SEX TRANSM DIS",13
"SEX TRANSM INFECT",13
"SHOCK",3
"SIMUL HEALTHC",3
"SOC WORK HEALTH CARE",71
"SOUTH MED J",3
"SPINAL CORD",4
"SPINE J",34
"SPORTS MED",40
"STROKE",4
"SUBST ABUS",11
"SUBST USE MISUSE",11
"SUICIDE LIFE-THREAT",11
"SUPPORT CARE CANCER",10
"SURG INFECT",16
"SWISS MED WKLY",3
"TEACH LEARN MED",3
"TELEMED E-HEALTH",3
"THORAX",3
"THROMB HAEMOSTASIS",3
"THROMB RES",3
"TOXICON",1
"TRAFFIC INJ PREV",55
"TRANSFUSION",80
"TRANSL RES",1
"TRANSPORT RES F-TRAF",55
"TRIALS",3
"TURK J MED SCI",3
"UNFALLCHIRURG",34
"VET ANAESTH ANALG",31
"VET CLIN N AM-SMALL",31
"VET COMP ORTHOPAED",31
"VET J",31
"VET REC",31
"VIOLENCE VICTIMS",47
"WESTERN J NURS RES",3
"WILD ENVIRON MED",40
"WORLD NEUROSURG",4
"WOUND REPAIR REGEN",63
"ACAD MANAG ANN",12
"ACAD MANAGE J",12
"ACAD MANAGE PERSPECT",12
"ACAD MANAGE REV",12
"ACTION RES-LONDON",3
"ADMIN SCI QUART",12
"AM SOCIOL REV",21
"APPL PSYCHOL-INT REV",12
"ASIA PAC J MANAG",12
"BASIC APPL SOC PSYCH",9
"BEHAV INFORM TECHNOL",12
"BRIT J MANAGE",12
"BUS ETHICS Q",12
"BUS HIST",46
"BUS HORIZONS",12
"BUS SOC",12
"CAN J ADM SCI",12
"CAREER DEV INT",12
"COMMUN MONOGR",53
"COMMUN THEOR",53
